"abertura";"tipo";"solicitacao";"descricao";"tipo_solicitacao";"origem";"situacao"
"2017-01-12";"Limpeza Urbana";"Cidadã com comércio na Av Fernando Osório, em frente à Praça do Colono, solicita limpeza no local. Afirma que com o deslocamento do asfalto há muito acúmulo deterra, criando um enorme calombo junto ao meio fio, e após chuvas esta terra pára toda em cima da calçada. ";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Facebook - 1";"Aberto"
"2017-01-12";"Poda e Retirada de Árvore";"PODA DE ARVORE NO ENDEREÇO; RUA ALFREDO SATTE ALAM, N°825, BAIRRO; COHAB TABLADA!";"Cohab Tablada                                                                                       ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-12";"Rivindicação Ouvidoria";"Olá!
Estou procurando a lei de autoria do vereador andinho que trata sobre asfaltamento da zona rural. Porém pelo
sistema de busca de vocês, não encontrei. Poderiam me enviar a lei em inteiro teor? Obrigada";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-01-12";"Obra irregular";"Cidadão denuncia uma obra irregular na rua Prof. Araujo nº 1471 centro e um sobrado sem autorização pede com urgência.";"Centro                                                                                              ";"Denuncia";"Telefone";"Aberto"
"2017-01-12";"Foco de Dengue";"Cidadão denuncia que na rua Republica do Líbano nº 144 Próximo ao Parque Tênis tem um monte de pneus na frente da casa já a uma semana pede fiscalização pois nesta época a risco de contaminação de mosquito.  ";"Três Vendas                                                                                         ";"Denuncia";"Telefone";"Aberto"
"2017-01-12";"Fumacê";"Rua Vitor Russomano entre Ferreira Viana e Blau Nunes em frente ao condomínio Caminhos do Sol está com focos de mosquito.";"Areal                                                                                               ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-12";"Iluminação Pública Irregular";"Troca de lâmpada em frente á casa na Rua Três de Maio, n° 540, esquina Rua Bento Martins.";"Porto                                                                                               ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-13";"Buraco na via NÃO pavimentada";"Cidadão solicita Patrolamento da rua Capitão Nelson Pereira Bairro Areal próximo a Josapartoda a extenção";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Ponto de ônibus danificado.";"CIDADÃ SOLICITA CONSERTO EM UM PONTO DE ONIBUS QUE ESTA CAINDO SOBRE AS PESSOAS NO ENDEREÇO; RUA DR. AMARANTE, DEFRONTE AO ASILO EM FRENTE AO PARQUE DOM DOM ANTONIO ZATERA, BAIRRO: CENTRO.";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Rivindicação Ouvidoria";"Boa tarde! Gostaria de solicitar um fiscal aqui na rua leito da via férrea n°948 no bairro fragata.Pois o esgoto do patio do vizinho escorre livre dentro de meu patio e já pedimos para os mesmos resolverem a situação e eles apenas negam dizendo que a água podre não vem de lá.Sendo que estes mesmo vizinhos tem gato de água por baixo da terra ,para darem água pra um vizinho da casa da frente. Eu gostaria de ter uma resposta ou então que me digam quem devo procurar para solucionar este problema.Desde já agradeço e aguardo.";"Centro                                                                                              ";"Solicitação de Serviço";"Portal da transparência";"Fechado"
"2017-01-13";"Projetos da cidade.";"Prefeitura abriu a rua Henrique Dias para o trabalho de asfaltamento em setembro, deixando vários buracos e muita poeira em virtude da obra. Há quatro meses a obra está parada. Tem um dos buracos é enorme e fica em frente ao número 63 que impossibilita a entrada e saída de automóveis em dia s de chuva. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Terreno baldio";"|ANONIMO| CIDADÃ ALEGA QUE NO ENDEREÇO; RUA GILDA MACIEL MEYER RUSSOMANO (ANTIGA RUA 8), N°106, AOS FUNDOS DA RESIDENCIA 192 QUE ESTA PELA RUA 6, BAIRRO; LARANJAL (LOT. BOUGAN VILLE), EXISTE UM ENORME TERRENO BALDIO COM ENORME ACUMULO DE LIXO, FAVORECENDO FOCO PARA MOSQUITOS DA DENGUE E, INCLUSIVE SERVINDO DE PONTOS PARA ASSALTOS.";"Laranjal                                                                                            ";"Reclamação";"Telefone";"Fechado"
"2017-01-13";"Esgoto a céu aberto";"Esgoto a céu aberto na Gomes Carneiro esquina Deodoro. Uma quadra do Hospital Beneficência Portuguesa.
";"Centro                                                                                              ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-13";"Projetos da cidade.";"Cidadã compareceu até esta ouvidora para solicitar, dentro do possível, que no local onde havia um chafaris no Parque Dom Antônio Zátera, seja feito um projeto para fechar o espaço que hoje é um buraco que acumula água por vários dias, favorecendo focos de dengue. Demandante, gostaria que no local fosse feito uns bancos para a população se sentar aos finais de semana proporcionando um maior lazer. ";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA DR. JOSE CASTANHEIRAS PASSOS, N°105, BAIRRO; AREAL.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Buraco na via NÃO pavimentada";"Cidadão solicita patrolamento na rua Pedro Moacir toda a extenção pois a mesma esta cheia de buracos";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Poda e Retirada de Árvore";"Cidadão solicita a poda de uma arvore e limpeza das Ervas de Bicho na rua Leonardo colares esquina Barão de Santa tecla Centro Obs o nº da casa e pela Barão de Santa Tecla nº 1356";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-01-13";"Maus tratos a animais";"Cidadão denuncia maus tratos a animais na rua Francisco Ferreira Veloso  nº 412 santa terezinha Três Vendas segundo o cidadão o mesmo tem uns gatos que estão em condições precárias muitas vezes ficam presos sem água e sem comida pede fiscalização";"Três Vendas                                                                                         ";"Denuncia";"Telefone";"Fechado"
"2017-01-13";"Não cumprimento de itinerários";"Cidadão denuncia que no dia de hoje 13/01/16 na linha do ônibus  Santa Terezinha Prefixo 512 às 11 h e 12 Min sentido Bairro Centro o motorista não quis abrir a porta, com o sinal fechado, e tinha outro ônibus na frente ainda assim deixou o mesmo na parada reclama que porque o mesmo e idoso tem sido deixado na parada por esta empresa pede fiscalização.";"Nossa Senhora de Fátima                                                                             ";"Denuncia";"Presencial";"Fechado"
"2017-01-13";"Rivindicação Ouvidoria";"Gostaria de saber o porque , onde eu moro, na av juscelino k. oliveira, 674, não temos agua durante o dia. A partir das 08:00 hr até 24:00 hrs, não há agua nas torneiras, ou apenas um filete de agua. A caixa de dscarga do bonheiro não consegue encher, e não posso lavar roupa, lavar louça, ou ate mesmo fazer comida. A cada vez que abro a torneira, vem ar na mesma, e na caixa de descarga é o mesmo, o dia todo. meu consumo de agua aumentou, e eu não tenho agua em casa. to pagando pelo AR que sai das troneiras. Solicito a verificação desse problema, por favor, pois esta dificil ficar sem agua para nada e ainda com esse calor, e ainda ter de pagar por um produto que não tenho. aguardo uma resposta de V.Sas. obrigada vera lucia friedrich";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-01-13";"Terreno baldio";"Cidadã denuncia um terreno baldio na rua tês Passos ao lado do nº 494 ( esquina Piaui) no Barro Duro Laranjal pois o mesmo esta completamente cheio de lixo pede fiscalização urgente.";"Balneário dos Prazeres                                                                              ";"Denuncia";"Telefone";"Aberto"
"2017-01-13";"LIMPEZA DE VALETAS";"	Morador denuncia que na rua Dr. Antonio Leivas Leite esquina Manuel Lucas de Oliveira no Bairro Verona rua não pavimentada estão com bueiro entupido e a água esta escorrendo por cima da rua solicita limpeza. segundo o cidadão na esquina desta rua na frente da Igreja os canos são menor por isto e que entope. ";"Fragata                                                                                             ";"Denuncia";"Presencial";"Fechado"
"2017-01-13";"Buraco na via NÃO pavimentada";"Cidadão solicita patrolamento na rua Pedro Moacir toda a extenção pois a mesma esta cheia de buracos";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; AV. CIDADE DE LISBOA, N°1625, BAIRRO: FRAGATA / PASSO DO SALSO. OBS; CIDADÃO ALEGA QUE NESTA VIA EXISTEM VÁRIAS LAMPADAS QUEIMADAS.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-01-13";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Prof. Felisberto Machado Junior nº 372 Virgílio Costa nº 372 Fragata.";"Fragata                                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-13";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Manuel Lucas de Oliveira nº 3299 Bairro Verona Fragata";"Fragata                                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-13";"Buraco na via NÃO pavimentada";"Cidadão solicita Patrolamento da rua Capitão Nelson Pereira Bairro Areal próximo a Josapartoda a extenção";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-13";"Depredação de Patrimônio Público";"Cidadão relata que o castelo Simões Lopes está à deriva. Portões e portas arrombados e pessoas usando drogas dentro do local. ";"Simões Lopes                                                                                        ";"Denuncia";"Facebook - 1";"Fechado"
"2017-01-16";"Rivindicação Ouvidoria";"Solicitei a ligação de esgoto na Rua Ramiro Barcelos nº 23. houve uma cobrança de R$ 1.000,00 para ligação, pois a rua possui ""capa de asfalto"". Efetuaram a ligação dia 13/01/2017 e cobriram o buraco com aterro, não colocaram asfalto. Estou pagando por um serviço que não foi efetuado da forma correta.";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-01-16";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA ALMIRANTE BARROSO, N°1011, COM ESQUINA RUA URUGUAI, BAIRRO: CENTRO.";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Poda e Retirada de Árvore";"PODA DE ARVORE NO ENDEREÇO; RUA MARIO MENEGHETT, N°984, BAIRRO: NAVEGANTES I.";"Navegantes I                                                                                        ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Fumacê";"SOLICITA PASSAGEM DO CAMINHÃO FUMACÊ NO ENDEREÇO; AV DOM PEDRO I, N°3170, BAIRRO; FRAGATA.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Poda e Retirada de Árvore";"Cidadão solicita a poda de galhos de uma figueira na rua Paulo Marques quase esquina Guilherme Vesquel Três Vendas entre o nº 15 e a floricultura segundo o cidadão tem uma figueira com os galhos que esta tapando a via de pedestre.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Sinalização irregular";"CIDADÃO SOLICITA SINALIZAÇÃO NO PONTILHÃO QUE FAZ O RETORNO PARA O HIPERMERCADO BG, VISTO ESAR OCORRENDO FREQUENTES ACIDENTES NO LOCAL.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Imóvel abandonado";"CIDADÃO ALEGA QUE NO ENDEREÇO AV REPUBLICA DO LIBANO, COM ESQUINA RUA FRANCISCO SANTOS, BAIRRO; TRES VENDAS, EXISTE UMA RESIDENCIA ABANDONADA, NO QUAL POSSUI UMA PISCINA COM AGUA PARA HA MUITO TEMPO, FORA EXISTIR TAMBÉM, UMA MATAGAL ENORME.";"Três Vendas                                                                                         ";"Reclamação";"Telefone";"Fechado"
"2017-01-16";"Poda e Retirada de Árvore";"PODA DE ARVORE NO ENDEREÇO: RUA MAESTRO BANDEIRA, EM FRENTE AO N°53, BAIRRO: TRES VENDAS.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Projetos da cidade.";"Prefeitura abriu a rua Henrique Dias para o trabalho de asfaltamento em setembro, deixando vários buracos e muita poeira em virtude da obra. Há quatro meses a obra está parada. Tem um dos buracos é enorme e fica em frente ao número 63 que impossibilita a entrada e saída de automóveis em dia s de chuva.";"Fragata                                                                                             ";"Reclamação";"Telefone";"Fechado"
"2017-01-16";"Esgoto a céu aberto";"Cidadã denuncia que devido a chuvas abriu um buraco enorme na Av. da Paz frente ao nº 141 no bairro Areal próximo ao Colégio Bibiano de Almeida pede urgência.";"Areal                                                                                               ";"Denuncia";"Telefone";"Fechado"
"2017-01-16";"Poda e Retirada de Árvore";"CIDADÃO ALEGA QUE NO ENDEREÇO; AV JOSE MARIA DA FONTOURA, DEFRONTE, N°293, BAIRRO: LARANJAL, EXISTE UMA ARVORE QUE ESTA COM O TRONCO PODRE E OFERENDO RISCOS DE QUEDA.";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-01-16";"Desobstrução de galeria";"Cidadã solicita limpeza de galeria na rua Manuel Caetano da Silva nº 232 Bairro Simões Lopes Fundo IFISUL pois  segundo a cidadã cada vez que chove a rua fica alagada pede com urgência.";"Simões Lopes                                                                                        ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Buraco na via NÃO pavimentada";"PATROLAMENTO DE TRES RUAS NOS ENDEREÇOS: AV 1, DO BAIRRO DARCY RIBEIRO,BAIRRO; AREAL, RUA 19 DO BAIRRO DUNAS ( ENTRE ULISSES GUIMARAES E CORREDOR DO OBELISCO, E AV. GUADALAJARA, BAIRRO; SANTOS DUMONT.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-16";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; AV IMPERADOR DOM PEDRO I, N°3170, BAIRRO: FRAGATA.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-17";"Rivindicação Ouvidoria";"Boa tarde. temos interesse em participar de licitações para venda de materiais, de construção: blocos, calha, tubos de concreto, meio fio";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-01-17";"Rua esburacada";"Cidadã denuncia que na rua Mauricio Sirotski Sobrinho no entorno da RBS esta muito esburacada sem condições de transitar pede com urgência que seja tapado os mesmo pois já causou quedas de pessoas e de um ciclista de vido a quantidade de buracos.";"Areal                                                                                               ";"Denuncia";"Telefone";"Aberto"
"2017-01-17";"Rivindicação Ouvidoria";"Boa tarde. temos interesse em participar de licitações para venda de materiais, de construção: blocos, calha, tubos de concreto, meio fio";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-01-17";"Colocação de saibro.";"SOLICITA COLOCAÇÃO DE ATERRO EM UM ENORME BURACO LOCALIZADO NO ENDEREÇO; PROLONGAMENTO DA AV DUQUE, ENTRE RUA 2 E RUA 3, BAIRRO: FRAGATA / LOT. SÃO JORGE. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-17";"Bloqueio de via pública";"Cidadão denuncia dois carros abandonado um Kombi e uma Parati sendo que a Kombi esta na calçada servindo de local para assalto e usuários de Drogas na rua Matheus Gomes Viana frente ao nº 255 bairro Gotuzo pede fiscalização urgente.";"Fragata                                                                                             ";"Denuncia";"Telefone";"Aberto"
"2017-01-17";"Limpeza Urbana";"Cidadã solicita limpeza na rua Conde de Porto Alegre esquina Quinze de Novembro Porto no entorno do Castelo está sem calçada, com muito lixo, e muito capim, sem acesso aos transeuntes no local pois estão depositando todo o tipo de lixo causando transtorno aos moradores. OBS. Já foi encaminhado para a mobilidade urbana para fiscalização  protocolo nº 4039";"Porto                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-17";"Fumacê";"Cidadão solicita fumacê no Navegantes. ";"Navegantes I                                                                                        ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-17";"Contêiners ";"Cidadã denuncia que na rua Marechal Deodoro na frente do nº 300 Centro tem um contêiner com muito lixo e que não está sendo recolhido segundo a cidadã devido ao acumulo de lixo  esta ocorrendo alagamento pede com Urgência a limpeza no local.";"Centro                                                                                              ";"Denuncia";"Presencial";"Fechado"
"2017-01-17";"Rivindicação Ouvidoria";"Boa tarde, Gostaria de saber se vocês estão precisando comprar areia de todos os tipos?";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-01-17";"Fumacê";"Cidadã solicita fumacê no Lindóia e na Santa Terezinha. ";"Lindóia                                                                                             ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-17";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA RUBENS AVILA RODRIGUES, N°210, BAIRRO: ARCO-IRIS.";"Arco-Íris                                                                                           ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-17";"Iluminação Pública Irregular";"MANUTENÇÃO EM UM PONTO DE ILUMINAÇÃO NO ENDEREÇO; AV BRASIS, N°1140, BAIRRO; SIMÕES LOPES.";"Simões Lopes                                                                                        ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-17";"Rivindicação Ouvidoria";"Quando vai ser entregue os apartamentos acácia do corredor do obelisco.";"Centro                                                                                              ";"Informação";"Portal da transparência";"Fechado"
"2017-01-17";"LIMPEZA DE VALETAS";"Cidadã solicita a limpeza de valetas da rua Mauricio Sirotski Sobrinho no entorno da RBS e está com capim muito alto e com muito mosquito pede com urgência. ";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-17";"Colocação de saibro.";"Patrolamento da rua José Afonso Alves na Bom Jesus. Rua estaria intransitável. ";"Bom Jesus                                                                                           ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-17";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada no Passeio Seis nº 12 esquina Mane Garrincha Bairro Navegantes II próximo ao Comercial Marques.";"Navegantes II                                                                                       ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-17";"Fumacê";"Cidadã solicita fumacê na CohabPel e próximo a rua Barão de Tramandahy, nas Três Vendas";"Centro                                                                                              ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-17";"Fumacê";"Cidadã solicita fumacê nas proximidades do BIG e da Escola La Salle Pelotas, que fica atrás do Super. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-17";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Três de Maio passando o nº 273 quase esquina Garibaldi no Bairro Porto.";"Nossa Senhora de Fátima                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-17";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Três de Maio passando o nº 273 quase esquina Garibaldi no Bairro Porto.";"Nossa Senhora de Fátima                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-18";"Buraco na via NÃO pavimentada";"Cidadão solicita patrolamento nas ruas Rua Vinte e entre Felinto Rodrigues e Francisco Jesus Vernetti no Bairro Areal Felinto Rodrigues em toda a extensão em ensaibramento.  ";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Terreno baldio";"Cidadão denuncia um terreno Baldio na rua Dom Pedro Segundo esquina Jose do Patrocínio Bairro Porto com Muito lixo pede fiscalização urgente.";"Fragata                                                                                             ";"Denuncia";"Telefone";"Fechado"
"2017-01-18";"Terreno baldio";"CIDADÃ ALEGA QUE NO ENDEREÇO; RUA AILTON RASEIRA, AO LADO DO N°70, BAIRRO; SANTA TEREZINHA, EXISTI UM TERRENO BALDIO COM ENORME ACUMULO DE LIXO. SOLICITA FISCALIZAÇÃO!";"Três Vendas                                                                                         ";"Reclamação";"Telefone";"Aberto"
"2017-01-18";"Entulho na calçada/ Via pública";"CIDADÃO SOLICITA RECOLHIMENTO DE ENTULHO (PNEUS VELHOS) NO ENDEREÇO; AV REPUBLICA DO LIBANO , N°144, BAIRRO: TRES VENDAS.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Obra irregular";"CIDADÃ REIVINDICA DEVIDO NO ENDEREÇO; RUA DR. CASSIANO, AO LADO DO N°726A, BAIRRO; CENTRO, O PROPRIETÁRIO ESTAR EFETUANDO UMA OBRA IRREGULAR, NO QUAL O MESMO EFETUA A COLOCAÇÃO DE TODO O MATERIAL SOBRE CALÇADA DESTA RESIDENCIA, OCASIONANDO NA OBSTRUÇÃO DA MESMA E FAVORECENDO ALAGAMENTOS, VISTO ESTES MATERIAIS IREM PARA VALETA EM FRENTE.";"Centro                                                                                              ";"Reclamação";"Telefone";"Fechado"
"2017-01-18";"Mau atendimento SHRF";"Cidadã questiona sobre quando serão entregues os apartamentos do Residencial Azaléia. ";"Obelisco                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-18";"Rivindicação Ouvidoria";"Boa tarde, moro na rua Rafael Pinto Bandeira, entre Osório e Deodoro, e no último mês fui contemplada com um contêiner de lixo na porta de minha casa, o qual não é esvaziado como deveria, devido ao peso e tipo de lixo que é depositado no mesmo, na mesma quadra possuem 4 restaurantes, nos quais 3 depositam indevidamente todo tipo de resíduo de seus estabelecimentos! Já tentei contato com todos órgãos possíveis, e nada é feito, só empurram uns para os outros, o caso está piorando e ficando insuportável aguentar o mau cheiro e as moscas q já estão dentro de minha casa. Tenho filho pequeno e não posso deixar ele sair na frente de casa devido à essas condições! Espero uma providência ou terei que tirar essa lixeira daqui por minha conta. Aguardo um retorno. Obrigada.";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-01-18";"Esgoto a céu aberto";"Cidadã denuncia que na rua marechal Deodoro esquina Gomes Carneiro dois buracos aberto segundo a cidadã tem uma obra não concluída de esgoto mas já esta parada a muito tempo e mau cheiro e os mosquito estão prejudicando os moradores além do risco de acidente pede uma solução com urgência.";"Centro                                                                                              ";"Denuncia";"Presencial";"Fechado"
"2017-01-18";"Limpeza Urbana";"Cidadã solicita rosado na rua São Gabriel nº 771 no laranjal pois esta muito alto capim e muito mosquito pede com urgência.";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Ciclovia/faixa  mal sinalizada";"CIDADÃO SOLICITA A IMPLANTAÇÃO UMA CICLOVIA NO ENDEREÇO; RUA MARIO PEIRUQUE, BAIRRO: AREAL. ";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"LIMPEZA DE VALETAS";"Cidadão solicita limpeza da valeta da rua Carlos Macedo Reverdel toda a extensão pois a mesmo esta cheio de galho e lixo impedendindo a passagem da água.";"Arco-Íris                                                                                           ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-01-18";"Bueiro Entupido ";"SOLICITA DESOBSTRUÇÃO DE BUEIRO NO ENDEREÇO; RUA SANTA CRUZ, COM ESQUINA RUA MIGUEL BARCELOS, BAIRRO; CENTRO, VISTO NO LOCAL ESTAR HAVENDO MUITO ACUMULO DE AGUA PARADA.";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Entulho na calçada/ Via pública";"Cidadão solicita o recolhimento de galhos na rua General teles quase esquina Saldanha marinha pois a CEEE fez a poda porque estava pegando nos fios pede com urgência pois esta desde 18 dezembro 2016. ";"Porto                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Ruas - Colonia ";"Cidadão solicita reposição de lampada na Estrada Porto Alegre nº 28  estrada do Capão d almoço apos a estancia do Erico Ribeiro pede com Urgência pois já esta a muito tempo apagada.";"Zona Rural                                                                                          ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-18";"Buraco na via NÃO pavimentada";"Cidadão solicita patrolamento nas ruas Rua Vinte e entre Felinto Rodrigues e Francisco Jesus Vernetti no Bairro Areal Felinto Rodrigues em toda a extensão em ensaibramento.  ";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Mau atendimento na saúde ";"Cidadão esteve na Ouvidoria dizendo que esta com uma solicitação para fazer uma cirurgia desde de 16 de novembro e até agora não foi chamado segundo ele já tinha um anterior mas ele procurou na secretária e foi informado que não tinha nada á então ele retornou na faculdade de Medicina e pediu outro encaminhamento agora ele pede pra ser chamado pois referida cirurgia e uma plastica no nariz pois já esta lé prejudicando a visão ";"Fragata                                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-18";"Ciclovia/faixa  mal sinalizada";"Cidadã solicita adequações na pista de ciclistas no trecho da Bento Gonçalves a partir da Prof Araújo.   Não há condições de pedalar até a  ponte perto da rodoviária, sem que se corra o risco de cair e se machucar.  Fotos em anexo. ";"Centro                                                                                              ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-18";"Terreno baldio";"Cidadão denuncia um terreno Baldio na rua Dom Pedro Segundo esquina Jose do Patrocínio Bairro Porto com Muito lixo pede fiscalização urgente.";"Fragata                                                                                             ";"Denuncia";"Telefone";"Fechado"
"2017-01-18";"Bueiro Entupido ";"SOLICITA LIMPEZA DE BUEIROS EM FRENTE A UM CONDIMINO NO ENDEREÇO; AV FERREIRA  VIANA, BLOCO°841, BAIRRO: AREAL, VISTO O ESGOTO DAS PESSOAS JA ESTAREM VOLTANDO PARA DENTRO DO CONDOMÍNIO. URGÊNCIA.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Poda e Retirada de Árvore";"PODA DE ARVORE NO ENDEREÇO; BERNARDINO DOS SANTOS, N°83, BAIRRO: AREAL.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-01-18";"Rua esburacada";"Cidadão solicita que a secretária de obras verifique a situação da rampa de acesso a sua casa pois colocaram a parada de ônibus na frente e acabou quebrando a rampa pede se possível rebaixe o meio fio o recoloque a rampa novamente. Informo que já foi também encaminhado via SAC e fotos anexadas.";"Centro                                                                                              ";"Solicitação de Serviço";"Presencial";"Aberto"
"2017-01-18";"Buraco na via NÃO pavimentada";"Cidadão solicita patrolamento nas ruas Rua Vinte e entre Felinto Rodrigues e Francisco Jesus Vernetti no Bairro Areal Felinto Rodrigues em toda a extensão em ensaibramento.  ";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-18";"Vazamento de água potável";"Cidadã denuncia um vazamento de água na Av. Pelotas passando a padaria Oto nº 246 Cohab II no meio da rua segundo ela tem uma tampa de ferro e esta saindo limpa pede com Urgência.";"Cohab Tablada                                                                                       ";"Denuncia";"Telefone";"Fechado"
"2017-01-18";"Obra irregular";"CIDADÃ ALEGA QUE NO ENDEREÇO; RUA LEOPOLDO BROD, N°920, BAIRRO: TRES VENDAS, EXISTI UM OBRA EM ANDAMENTO, NO QUAL OS RESPONSÁVEIS ESTÃO EFETUANDO A COLOCAÇÃO DE TODO O MATERIAL SOBRE A CALÇADA OCASIONANDO NA OBSTRUÇÃO DA MESMA.";"Três Vendas                                                                                         ";"Reclamação";"Telefone";"Fechado"
"2017-01-18";"Bueiro Entupido ";"SOLICITA LIMPEZA DE BUEIROS EM FRENTE A UM CONDIMINO NO ENDEREÇO; AV FERREIRA  VIANA, BLOCO°841, BAIRRO: AREAL, VISTO O ESGOTO DAS PESSOAS JA ESTAREM VOLTANDO PARA DENTRO DO CONDOMÍNIO. URGÊNCIA.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-19";"Falta de água";"Cidadã denuncia que na Av. Mario Meneguetti no Bairro Navegantes Um moradores estão sem água a mais de dez dias segundo a cidadã já ligou para o Sanep e foi informada que não haviam encontrado o defeito pede com urgência pois tem muitas crianças na região e estão sem condições de atender a necessidades Basicas.";"Navegantes I                                                                                        ";"Denuncia";"Telefone";"Fechado"
